"gid","1","2","3","4","5","6","7","8","code"
"A/black-headed_gull/Netherlands/11/2011M",20,366,32,93,108,64,28,23,"20-366-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/11/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/11/2014K",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/11/2016M",20,21,31,33,327,99,18,46,"20-21-31-33-327-99-18-46"
"A/black-headed_gull/Netherlands/113/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/114/2012K",20,44,179,93,108,64,673,23,"20-44-179-93-108-64-673-23"
"A/black-headed_gull/Netherlands/115/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/117/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/118/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/119/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/12/2008M",20,196,32,179,17,68,28,23,"20-196-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/12/2009M",20,44,32,204,17,64,28,23,"20-44-32-204-17-64-28-23"
"A/black-headed_gull/Netherlands/12/2010K",20,196,32,120,17,99,28,46,"20-196-32-120-17-99-28-46"
"A/black-headed_gull/Netherlands/12/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/12/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/12/2014K",20,21,31,349,230,99,18,240,"20-21-31-349-230-99-18-240"
"A/black-headed_gull/Netherlands/121/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/122/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/123/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/124/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/125/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/128/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/129/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/13/2008M",20,196,32,179,17,68,28,23,"20-196-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/13/2009M",20,44,32,179,17,99,18,46,"20-44-32-179-17-99-18-46"
"A/black-headed_gull/Netherlands/13/2010K",70,196,32,120,17,99,28,46,"70-196-32-120-17-99-28-46"
"A/black-headed_gull/Netherlands/13/2011K",20,366,32,93,108,64,28,23,"20-366-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/13/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/13/2014M",20,21,31,349,230,99,18,240,"20-21-31-349-230-99-18-240"
"A/black-headed_gull/Netherlands/130/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/131/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/132/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/133/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/134/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/136/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/138/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/14/2008M",159,44,32,179,17,68,28,23,"159-44-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/14/2009K",20,44,32,204,17,64,28,23,"20-44-32-204-17-64-28-23"
"A/black-headed_gull/Netherlands/14/2010K",658,44,32,204,108,64,28,23,"658-44-32-204-108-64-28-23"
"A/black-headed_gull/Netherlands/14/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/14/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/14/2014M",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/15/2009M",20,44,32,204,17,64,28,23,"20-44-32-204-17-64-28-23"
"A/black-headed_gull/Netherlands/15/2011K",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/15/2014K",20,21,71,33,17,46,28,1154,"20-21-71-33-17-46-28-1154"
"A/black-headed_gull/Netherlands/16/2009K",20,44,32,93,108,64,28,23,"20-44-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/16/2014M",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/17/2009K",20,2169,2107,120,17,64,18,46,"20-2169-2107-120-17-64-18-46"
"A/black-headed_gull/Netherlands/17/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/17/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/17/2014K",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/18/2008M",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/18/2009K",20,44,32,120,17,99,18,46,"20-44-32-120-17-99-18-46"
"A/black-headed_gull/Netherlands/18/2011K",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/18/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/18/2014M",20,21,324,56,17,64,18,23,"20-21-324-56-17-64-18-23"
"A/black-headed_gull/Netherlands/19/2008M",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/19/2009M",20,44,154,204,17,64,28,23,"20-44-154-204-17-64-28-23"
"A/black-headed_gull/Netherlands/19/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/19/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/2/2007K",554,421,600,120,17,46,18,46,"554-421-600-120-17-46-18-46"
"A/black-headed_gull/Netherlands/2/2008M",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/2/2009M",20,44,32,179,17,99,18,46,"20-44-32-179-17-99-18-46"
"A/black-headed_gull/Netherlands/2/2010M",70,282,47,101,17,286,18,46,"70-282-47-101-17-286-18-46"
"A/black-headed_gull/Netherlands/2/2011K",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/2/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/2/2013K",20,21,31,93,17,64,28,23,"20-21-31-93-17-64-28-23"
"A/black-headed_gull/Netherlands/2/2014M",20,21,31,349,230,99,18,240,"20-21-31-349-230-99-18-240"
"A/black-headed_gull/Netherlands/2/2015K",20,21,31,474,17,64,28,1154,"20-21-31-474-17-64-28-1154"
"A/black-headed_gull/Netherlands/2/2016M",20,21,31,33,327,99,18,46,"20-21-31-33-327-99-18-46"
"A/black-headed_gull/Netherlands/20/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/20/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/21/2008K",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/21/2009M",20,44,32,93,108,64,28,23,"20-44-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/21/2011K",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/21/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/21/2014M",509,20,76,50,612,20,1006,1258,"509-20-76-50-612-20-1006-1258"
"A/black-headed_gull/Netherlands/22/2008M",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/22/2009K",20,44,32,204,108,64,28,23,"20-44-32-204-108-64-28-23"
"A/black-headed_gull/Netherlands/22/2011M",20,366,32,93,108,64,28,23,"20-366-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/22/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/23/2009M",20,44,32,204,17,64,28,23,"20-44-32-204-17-64-28-23"
"A/black-headed_gull/Netherlands/23/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/23/2014K",20,21,31,33,17,99,18,46,"20-21-31-33-17-99-18-46"
"A/black-headed_gull/Netherlands/24/2008M",159,44,32,179,17,68,28,23,"159-44-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/24/2009M",20,44,32,93,108,64,28,23,"20-44-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/24/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/24/2014M",20,21,31,33,17,99,18,46,"20-21-31-33-17-99-18-46"
"A/black-headed_gull/Netherlands/25/2008K",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/25/2009M",20,44,32,93,108,64,28,23,"20-44-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/25/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/25/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/25/2014K",20,21,31,33,17,99,18,46,"20-21-31-33-17-99-18-46"
"A/black-headed_gull/Netherlands/26/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/26/2009K",159,44,32,204,17,64,28,23,"159-44-32-204-17-64-28-23"
"A/black-headed_gull/Netherlands/26/2009M",159,44,32,204,17,64,28,23,"159-44-32-204-17-64-28-23"
"A/black-headed_gull/Netherlands/26/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/26/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/26/2014K",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/27/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/27/2009K",20,44,32,120,17,99,18,23,"20-44-32-120-17-99-18-23"
"A/black-headed_gull/Netherlands/27/2011M",20,366,32,93,108,64,28,23,"20-366-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/27/2014K",20,21,31,349,230,99,18,240,"20-21-31-349-230-99-18-240"
"A/black-headed_gull/Netherlands/28/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/28/2009K",20,44,32,93,108,64,28,23,"20-44-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/28/2011M",20,44,32,93,17,64,28,23,"20-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/28/2014K",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/29/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/29/2009K",505,282,154,120,432,46,18,46,"505-282-154-120-432-46-18-46"
"A/black-headed_gull/Netherlands/29/2011K",20,44,32,93,17,64,1007,23,"20-44-32-93-17-64-1007-23"
"A/black-headed_gull/Netherlands/29/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/29/2014K",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/3/2007M",671,44,482,93,17,64,647,23,"671-44-482-93-17-64-647-23"
"A/black-headed_gull/Netherlands/3/2008M",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/3/2009M",20,44,32,179,17,99,18,46,"20-44-32-179-17-99-18-46"
"A/black-headed_gull/Netherlands/3/2010K",20,282,47,56,17,64,18,46,"20-282-47-56-17-64-18-46"
"A/black-headed_gull/Netherlands/3/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/3/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/3/2013K",20,21,31,93,17,64,28,23,"20-21-31-93-17-64-28-23"
"A/black-headed_gull/Netherlands/3/2014K",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/3/2015K",20,21,31,204,17,64,28,582,"20-21-31-204-17-64-28-582"
"A/black-headed_gull/Netherlands/3/2016M",926,1068,31,93,17,64,28,240,"926-1068-31-93-17-64-28-240"
"A/black-headed_gull/Netherlands/30/2008M",20,44,32,33,17,68,28,23,"20-44-32-33-17-68-28-23"
"A/black-headed_gull/Netherlands/30/2011M",20,44,32,93,108,64,28,23,"20-44-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/31/2009K",505,282,154,120,432,99,18,46,"505-282-154-120-432-99-18-46"
"A/black-headed_gull/Netherlands/31/2011M",20,2170,32,93,108,64,28,23,"20-2170-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/31/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/31/2014M",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/32/2009K",159,196,32,56,997,64,931,23,"159-196-32-56-997-64-931-23"
"A/black-headed_gull/Netherlands/32/2011K",20,366,32,93,108,64,28,23,"20-366-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/32/2014K",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/33/2008M",671,44,879,93,17,64,28,23,"671-44-879-93-17-64-28-23"
"A/black-headed_gull/Netherlands/33/2009K",20,44,32,179,17,99,18,1299,"20-44-32-179-17-99-18-1299"
"A/black-headed_gull/Netherlands/33/2011M",20,366,32,93,108,64,28,23,"20-366-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/33/2012K",20,21,31,33,17,46,18,582,"20-21-31-33-17-46-18-582"
"A/black-headed_gull/Netherlands/33/2014M",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/34/2009M",20,44,32,120,17,99,18,5,"20-44-32-120-17-99-18-5"
"A/black-headed_gull/Netherlands/34/2011M",20,366,32,93,108,64,28,23,"20-366-32-93-108-64-28-23"
"A/black-headed_gull/Netherlands/34/2014M",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/35/2008M",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/35/2009K",20,44,32,93,17,64,28,23,"20-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/35/2011K",20,44,32,101,108,68,28,23,"20-44-32-101-108-68-28-23"
"A/black-headed_gull/Netherlands/35/2014K",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/36/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/36/2009M",159,44,32,179,17,99,18,46,"159-44-32-179-17-99-18-46"
"A/black-headed_gull/Netherlands/36/2011K",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/36/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/36/2014M",20,21,31,93,17,64,28,23,"20-21-31-93-17-64-28-23"
"A/black-headed_gull/Netherlands/37/2008M",20,44,32,179,17,68,28,23,"20-44-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/37/2009K",20,44,32,179,17,99,18,46,"20-44-32-179-17-99-18-46"
"A/black-headed_gull/Netherlands/37/2011M",20,21,154,474,17,64,28,23,"20-21-154-474-17-64-28-23"
"A/black-headed_gull/Netherlands/37/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/38/2008M",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/38/2009M",20,44,32,179,17,99,18,46,"20-44-32-179-17-99-18-46"
"A/black-headed_gull/Netherlands/38/2011M",20,939,32,101,108,68,28,23,"20-939-32-101-108-68-28-23"
"A/black-headed_gull/Netherlands/39/2008M",20,44,32,179,17,68,28,23,"20-44-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/39/2009K",505,282,154,120,432,46,18,46,"505-282-154-120-432-46-18-46"
"A/black-headed_gull/Netherlands/39/2011M",20,44,32,101,108,68,28,23,"20-44-32-101-108-68-28-23"
"A/black-headed_gull/Netherlands/39/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/4/2007K",554,421,600,120,17,46,18,46,"554-421-600-120-17-46-18-46"
"A/black-headed_gull/Netherlands/4/2010K",70,282,47,101,17,286,18,46,"70-282-47-101-17-286-18-46"
"A/black-headed_gull/Netherlands/4/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/4/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/4/2013K",20,21,31,93,17,64,28,582,"20-21-31-93-17-64-28-582"
"A/black-headed_gull/Netherlands/4/2014M",20,21,31,349,230,99,18,240,"20-21-31-349-230-99-18-240"
"A/black-headed_gull/Netherlands/4/2015K",20,21,31,204,17,64,28,46,"20-21-31-204-17-64-28-46"
"A/black-headed_gull/Netherlands/40/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/40/2009M",653,53,602,445,905,33,6,217,"653-53-602-445-905-33-6-217"
"A/black-headed_gull/Netherlands/40/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/42/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/42/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/43/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/44/2008M",159,196,32,179,17,68,28,23,"159-196-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/45/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/45/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/46/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/46/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/47/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/47/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/48/2008M",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/48/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/49/2008M",20,44,32,101,17,68,28,23,"20-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/49/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/5/2010M",70,282,47,101,17,286,18,46,"70-282-47-101-17-286-18-46"
"A/black-headed_gull/Netherlands/5/2011M",20,44,32,101,108,68,18,23,"20-44-32-101-108-68-18-23"
"A/black-headed_gull/Netherlands/5/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/5/2013K",20,21,31,93,17,64,28,23,"20-21-31-93-17-64-28-23"
"A/black-headed_gull/Netherlands/5/2014K",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/5/2015K",20,21,31,204,17,64,28,582,"20-21-31-204-17-64-28-582"
"A/black-headed_gull/Netherlands/50/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/50/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/51/2008M",20,44,32,101,17,68,28,23,"20-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/51/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/52/2008M",20,44,32,101,17,68,28,23,"20-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/52/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/53/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/53/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/54/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/55/2008K",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/55/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/56/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/56/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/57/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/57/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/59/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/6/2007M",554,421,482,120,17,46,18,46,"554-421-482-120-17-46-18-46"
"A/black-headed_gull/Netherlands/6/2009M",20,44,32,179,17,99,18,46,"20-44-32-179-17-99-18-46"
"A/black-headed_gull/Netherlands/6/2010K",70,282,47,101,17,286,18,46,"70-282-47-101-17-286-18-46"
"A/black-headed_gull/Netherlands/6/2011M",20,44,32,93,17,64,28,23,"20-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/6/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/6/2013M",20,21,32,33,17,68,18,23,"20-21-32-33-17-68-18-23"
"A/black-headed_gull/Netherlands/6/2014K",20,21,31,349,230,99,18,240,"20-21-31-349-230-99-18-240"
"A/black-headed_gull/Netherlands/6/2016M",20,21,31,33,327,99,18,46,"20-21-31-33-327-99-18-46"
"A/black-headed_gull/Netherlands/60/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/61/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/61/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/62/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/62/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/63/2008K",70,44,32,93,17,64,28,2206,"70-44-32-93-17-64-28-2206"
"A/black-headed_gull/Netherlands/63/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/64/2008M",20,196,32,179,1323,68,28,23,"20-196-32-179-1323-68-28-23"
"A/black-headed_gull/Netherlands/64/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/65/2008M",20,44,32,179,17,68,28,23,"20-44-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/65/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/66/2008M",20,44,32,179,17,68,28,23,"20-44-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/66/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/67/2008M",20,44,32,179,17,68,28,23,"20-44-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/67/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/68/2008M",159,44,32,179,17,68,28,23,"159-44-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/69/2008M",70,44,32,93,17,64,28,23,"70-44-32-93-17-64-28-23"
"A/black-headed_gull/Netherlands/69/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/7/2007K",554,421,482,93,17,64,1204,23,"554-421-482-93-17-64-1204-23"
"A/black-headed_gull/Netherlands/7/2008M",159,44,32,101,17,68,28,23,"159-44-32-101-17-68-28-23"
"A/black-headed_gull/Netherlands/7/2009M",159,196,32,120,17,99,18,46,"159-196-32-120-17-99-18-46"
"A/black-headed_gull/Netherlands/7/2010M",70,282,47,101,17,286,18,46,"70-282-47-101-17-286-18-46"
"A/black-headed_gull/Netherlands/7/2011M",20,44,32,93,108,64,18,23,"20-44-32-93-108-64-18-23"
"A/black-headed_gull/Netherlands/7/2013K",20,21,31,33,17,68,1205,23,"20-21-31-33-17-68-1205-23"
"A/black-headed_gull/Netherlands/7/2014M",20,21,71,33,17,46,28,23,"20-21-71-33-17-46-28-23"
"A/black-headed_gull/Netherlands/7/2016M",20,21,31,33,327,99,18,46,"20-21-31-33-327-99-18-46"
"A/black-headed_gull/Netherlands/70/2008M",20,44,32,179,17,68,28,23,"20-44-32-179-17-68-28-23"
"A/black-headed_gull/Netherlands/70/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/71/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/72/2012K",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
"A/black-headed_gull/Netherlands/73/2012M",20,21,31,33,17,46,18,23,"20-21-31-33-17-46-18-23"
